ID.No,Survived,Cabin,Gender,Age,Home_Country,ESC,Nat_Group
723,0,third,male,29,Ireland,1,Irish
501,1,third,male,29,Ireland,1,Irish
382,0,third,male,29,Lebanon,0,Ottoman
623,0,third,male,29,Lebanon,0,Ottoman
1020,1,third,male,29,Norway,0,European
1408,1,third,male,29,Norway,0,European
1160,0,third,male,29,Sweden,0,European
1114,1,third,male,29,Switzerland,0,European
1025,0,third,male,29,USA,1,American
1159,0,third,male,29,USA,1,American
1728,0,third,male,29,Wales,1,British
384,1,first,female,30,England,1,British
222,1,first,female,30,USA,1,American
1823,1,first,female,30,USA,1,American
1871,1,second,female,30,Canada,1,OES
1854,1,second,female,30,Finland,0,European
604,1,second,female,30,Spain,0,European
451,0,second,female,30,USA,1,American
453,0,second,female,30,USA,1,American
1679,1,second,female,30,USA,1,American
2060,0,third,female,30,Belgium,0,European
316,0,third,female,30,Croatia,0,European
502,1,third,female,30,Ireland,1,Irish
1202,0,third,female,30,Sweden,0,European
38,0,first,male,30,Canada,1,OES
1225,0,first,male,30,England,1,British
689,0,first,male,30,USA,1,American
1252,0,first,male,30,USA,1,American
1379,1,first,male,30,USA,1,American
1316,0,second,male,30,Canada,1,OES
752,0,second,male,30,Denmark,0,European
853,0,second,male,30,England,1,British
903,0,second,male,30,England,1,British
1290,0,second,male,30,England,1,British
9,0,second,male,30,France,0,European
1265,0,second,male,30,France,0,European
1149,0,second,male,30,Ireland,1,Irish
23,0,second,male,30,USA,1,American
811,0,second,male,30,USA,1,American
1638,1,second,male,30,USA,1,American
534,1,third,male,30,Belgium,0,European
548,0,third,male,30,Bulgaria,0,European
1289,0,third,male,30,Bulgaria,0,European
91,0,third,male,30,Canada,1,OES
2103,0,third,male,30,England,1,British
454,0,third,male,30,England,1,British
1239,0,third,male,30,Greece,0,European
1062,0,third,male,30,Hungary,0,European
1407,0,third,male,30,Ireland,1,Irish
1764,0,third,male,30,Lebanon,0,Ottoman
1671,0,third,male,30,Lebanon,0,Ottoman
1140,0,third,male,30,Lebanon,0,Ottoman
14,0,third,male,30,Sweden,0,European
1217,0,third,male,30,USA,1,American
701,1,first,female,31,England,1,British
2178,1,first,female,31,USA,1,American
2151,1,first,female,31,USA,1,American
197,1,first,female,31,USA,1,American
958,1,first,female,31,USA,1,American
1455,1,first,female,31,USA,1,American
1095,1,first,female,31,USA,1,American
2097,1,second,female,31,England,1,British
425,1,second,female,31,England,1,British
1179,1,second,female,31,England,1,British
2064,0,third,female,31,Belgium,0,European
761,1,third,female,31,England,1,British
122,1,third,female,31,Hungary,0,European
1318,1,third,female,31,Ireland,1,Irish
1510,0,third,female,31,Sweden,0,European
589,1,third,female,31,USA,1,American
1348,0,third,female,31,Wales,1,British
514,0,first,male,31,Canada,1,OES
557,1,first,male,31,Canada,1,OES
345,0,first,male,31,Uruguay,0,Other
1724,0,first,male,31,USA,1,American
1191,0,first,male,31,USA,1,American
2039,1,first,male,31,USA,1,American
1260,0,second,male,31,Canada,1,OES
426,0,second,male,31,England,1,British
1355,0,second,male,31,England,1,British
1138,0,second,male,31,Sweden,0,European
2065,0,third,male,31,Belgium,0,European
1911,0,third,male,31,England,1,British
1946,1,third,male,31,Finland,0,European
2003,0,third,male,31,Lebanon,0,Ottoman
433,0,third,male,31,USA,1,American
434,0,third,male,31,USA,1,American
437,0,third,male,31,USA,1,American
1024,0,third,male,31,USA,1,American
373,1,first,female,32,USA,1,American
1624,1,second,female,32,USA,1,American
2014,1,third,female,32,England,1,British
540,1,third,female,32,England,1,British
234,0,third,female,32,Ireland,1,Irish
1264,0,third,female,32,Ireland,1,Irish
1922,1,first,male,32,Switzerland,0,European
1315,0,second,male,32,Australia,1,OES
66,0,second,male,32,England,1,British
1009,0,second,male,32,England,1,British
2160,1,second,male,32,England,1,British
1448,0,second,male,32,France,0,European
267,0,second,male,32,Portugal,0,European
154,1,second,male,32,USA,1,American
980,0,third,male,32,Bulgaria,0,European
1439,0,third,male,32,Bulgaria,0,European
195,1,third,male,32,China,0,Other
388,1,third,male,32,China,0,Other
678,1,third,male,32,China,0,Other
1563,0,third,male,32,Croatia,0,European
1919,0,third,male,32,England,1,British
529,0,third,male,32,England,1,British
1569,0,third,male,32,England,1,British
100,0,third,male,32,Finland,0,European
2019,0,third,male,32,Finland,0,European
1178,0,third,male,32,Finland,0,European
1055,1,third,male,32,Finland,0,European
579,0,third,male,32,Ireland,1,Irish
792,0,third,male,32,Norway,0,European
1623,1,third,male,32,Poland,0,European
1512,1,third,male,32,Sweden,0,European
1046,1,third,male,32,Sweden,0,European
1236,1,third,male,32,Sweden,0,European
508,1,first,female,33,Canada,1,OES
1593,1,first,female,33,Canada,1,OES
1185,1,first,female,33,Canada,1,OES
1369,1,first,female,33,USA,1,American
2130,1,second,female,33,England,1,British
1660,1,second,female,33,England,1,British
101,1,third,female,33,Finland,0,European
341,0,first,male,33,USA,1,American
1079,0,first,male,33,USA,1,American
722,0,second,male,33,England,1,British
1680,0,second,male,33,USA,1,American
967,0,second,male,33,USA,1,American
1925,0,third,male,33,Croatia,0,European
592,0,third,male,33,Croatia,0,European
1804,0,third,male,33,England,1,British
762,0,third,male,33,England,1,British
976,0,third,male,33,Lebanon,0,Ottoman
43,0,third,male,33,Norway,0,European
1274,0,third,male,33,Slovenia,0,European
1023,0,third,male,33,Sweden,0,European
1064,0,third,male,33,Sweden,0,European
1031,0,third,male,33,USA,1,American
1735,1,first,female,34,France,0,European
569,1,first,female,34,USA,1,American
574,1,second,female,34,England,1,British
725,1,second,female,34,England,1,British
594,1,second,female,34,USA,1,American
1180,1,second,female,34,USA,1,American
1036,0,third,female,34,England,1,British
528,1,third,female,34,England,1,British
1429,1,third,female,34,Ireland,1,Irish
1825,1,first,male,34,USA,1,American
1635,0,second,male,34,England,1,British
170,1,second,male,34,England,1,British
750,0,second,male,34,Ireland,1,Irish
1061,0,second,male,34,Russia,0,European
2098,0,third,male,34,England,1,British
1999,0,third,male,34,England,1,British
1438,0,third,male,34,England,1,British
1403,0,third,male,34,England,1,British
1255,0,third,male,34,England,1,British
975,1,third,male,34,England,1,British
1021,0,third,male,34,Finland,0,European
505,0,third,male,34,Sweden,0,European
2004,0,third,male,34,Unknown,0,Other
660,1,third,male,34,USA,1,American
1809,1,first,female,35,Germany,0,European
491,1,first,female,35,USA,1,American
719,1,first,female,35,USA,1,American
738,1,first,female,35,USA,1,American
852,1,first,female,35,USA,1,American
940,1,first,female,35,USA,1,American
2162,1,second,female,35,England,1,British
326,1,second,female,35,England,1,British
162,1,second,female,35,India,1,OES
435,0,third,female,35,Ireland,1,Irish
1414,1,third,female,35,Lebanon,0,Ottoman
1844,1,first,male,35,USA,1,American
1187,1,first,male,35,USA,1,American
1325,1,first,male,35,USA,1,American
1872,0,second,male,35,England,1,British
720,0,second,male,35,England,1,British
1072,0,second,male,35,Ireland,1,Irish
1142,0,second,male,35,USA,1,American
76,0,third,male,35,Argentina,0,Other
2054,0,third,male,35,Belgium,0,European
1272,0,third,male,35,Bulgaria,0,European
447,0,third,male,35,Croatia,0,European
35,0,third,male,35,England,1,British
2051,0,third,male,35,England,1,British
269,0,third,male,35,England,1,British
1034,0,third,male,35,England,1,British
1709,0,third,male,35,Finland,0,European
823,0,third,male,35,Syria,0,Ottoman
638,0,first,female,36,USA,1,American
2209,1,first,female,36,USA,1,American
152,1,first,female,36,USA,1,American
350,1,first,female,36,USA,1,American
359,1,first,female,36,USA,1,American
381,1,first,female,36,USA,1,American
65,1,second,female,36,England,1,British
117,1,second,female,36,England,1,British
2086,1,second,female,36,England,1,British
304,1,second,female,36,England,1,British
466,1,third,female,36,England,1,British
1126,0,third,female,36,Sweden,0,European
532,1,third,female,36,USA,1,American
157,0,first,male,36,Canada,1,OES
1738,0,first,male,36,Canada,1,OES
1528,0,first,male,36,Cuba,0,Other
367,0,first,male,36,England,1,British
1685,1,first,male,36,France,0,European
1445,0,first,male,36,USA,1,American
338,1,first,male,36,USA,1,American
352,1,first,male,36,USA,1,American
673,1,first,male,36,USA,1,American
1189,0,second,male,36,Canada,1,OES
2133,0,second,male,36,England,1,British
376,0,second,male,36,England,1,British
1676,0,second,male,36,England,1,British
923,0,second,male,36,England,1,British
1296,0,second,male,36,England,1,British
2189,0,third,male,36,Belgium,0,European
2059,0,third,male,36,Belgium,0,European
428,0,third,male,36,Bulgaria,0,European
2040,0,third,male,36,Croatia,0,European
2015,0,third,male,36,England,1,British
2008,0,third,male,36,Scotland,1,British
1201,0,third,male,36,Sweden,0,European
1182,0,third,male,36,USA,1,American
533,1,third,male,36,USA,1,American
1370,1,first,female,37,USA,1,American
2123,1,second,female,37,England,1,British
2119,1,second,female,37,England,1,British
1144,0,third,female,37,Finland,0,European
703,0,first,male,37,England,1,British
422,0,first,male,37,Ireland,1,Irish
430,0,first,male,37,USA,1,American
718,0,first,male,37,USA,1,American
843,0,first,male,37,USA,1,American
165,1,first,male,37,USA,1,American
256,1,first,male,37,USA,1,American
1882,0,third,male,37,Croatia,0,European
799,0,third,male,37,Finland,0,European
634,0,third,male,37,Portugal,0,European
2164,0,third,male,37,Russia,0,European
2090,1,first,female,38,USA,1,American
2013,1,first,female,38,USA,1,American
977,1,first,female,38,USA,1,American
717,0,second,female,38,India,1,OES
53,0,third,female,38,Sweden,0,European
85,1,third,female,38,Sweden,0,European
732,1,third,female,38,USA,1,American
782,0,first,male,38,Canada,1,OES
1681,0,first,male,38,The Netherlands,0,European
1731,0,first,male,38,USA,1,American
957,1,first,male,38,USA,1,American
721,0,second,male,38,England,1,British
1402,0,second,male,38,England,1,British
699,0,second,male,38,USA,1,American
1527,0,second,male,38,USA,1,American
1678,0,third,male,38,Bosnia,0,European
1147,1,third,male,38,China,0,Other
314,0,third,male,38,Croatia,0,European
645,0,third,male,38,England,1,British
1500,1,first,female,39,Spain,0,European
185,1,first,female,39,USA,1,American
1997,1,first,female,39,USA,1,American
1976,1,first,female,39,USA,1,American
1915,1,first,female,39,USA,1,American
432,1,first,female,39,USA,1,American
483,1,first,female,39,USA,1,American
1845,1,first,female,39,USA,1,American
631,1,first,female,39,USA,1,American
1895,1,second,female,39,England,1,British
1694,0,third,female,39,Ireland,1,Irish
48,0,third,female,39,Sweden,0,European
4,1,third,female,39,USA,1,American
715,0,first,male,39,England,1,British
492,0,first,male,39,USA,1,American
600,0,first,male,39,USA,1,American
213,1,first,male,39,USA,1,American
841,0,second,male,39,England,1,British
1591,0,second,male,39,France,0,European
1849,0,third,male,39,England,1,British
642,0,third,male,39,England,1,British
1186,0,third,male,39,England,1,British
1473,1,third,male,39,Finland,0,European
1048,0,third,male,39,Lebanon,0,Ottoman
1067,1,third,male,39,Slovenia,0,European
49,0,third,male,39,Sweden,0,European
1786,0,third,male,39,USA,1,American
1076,0,third,male,39,USA,1,American
757,1,first,female,40,France,0,European
1841,1,first,female,40,USA,1,American
2110,1,second,female,40,Scotland,1,British
278,1,second,female,40,South Africa,1,OES
1171,0,third,female,40,France,0,European
236,0,third,female,40,Ireland,1,Irish
233,0,third,female,40,Lebanon,0,Ottoman
18,0,third,female,40,Sweden,0,European
1559,0,first,male,40,England,1,British
2049,0,first,male,40,Mexico,0,Other
409,0,first,male,40,USA,1,American
941,1,first,male,40,USA,1,American
651,0,second,male,40,England,1,British
994,0,second,male,40,England,1,British
2070,0,second,male,40,USA,1,American
1857,0,third,male,40,Bosnia,0,European
786,0,third,male,40,England,1,British
107,0,third,male,40,Lebanon,0,Ottoman
1789,0,third,male,40,Lebanon,0,Ottoman
79,0,third,male,40,Sweden,0,European
1869,0,third,male,40,Sweden,0,European
298,1,first,female,41,USA,1,American
1349,1,second,female,41,England,1,British
1732,0,third,female,41,Finland,0,European
1550,0,third,female,41,Finland,0,European
250,0,first,male,41,USA,1,American
1094,0,first,male,41,USA,1,American
1599,0,second,male,41,Germany,0,European
951,1,second,male,41,Japan,0,Other
1472,0,third,male,41,Finland,0,European
764,0,third,male,41,Russia,0,European
826,0,third,male,41,USA,1,American
706,1,first,female,42,England,1,British
669,1,first,female,42,USA,1,American
1226,1,second,female,42,England,1,British
312,1,second,female,42,USA,1,American
1328,0,third,female,42,Ireland,1,Irish
225,0,first,male,42,England,1,British
877,0,first,male,42,England,1,British
1200,0,first,male,42,Sweden,0,European
1713,0,first,male,42,USA,1,American
939,0,first,male,42,USA,1,American
959,0,first,male,42,USA,1,American
318,1,first,male,42,USA,1,American
1107,1,first,male,42,USA,1,American
239,0,second,male,42,England,1,British
310,0,second,male,42,England,1,British
1617,0,second,male,42,England,1,British
1928,0,second,male,42,USA,1,American
593,0,second,male,42,USA,1,American
1870,0,third,male,42,Bulgaria,0,European
1816,0,third,male,42,Bulgaria,0,European
563,0,third,male,42,Croatia,0,European
768,0,third,male,42,England,1,British
235,0,third,male,42,Ireland,1,Irish
672,0,third,male,42,Ireland,1,Irish
961,0,third,male,42,Norway,0,European
1508,0,third,male,42,Norway,0,European
1,0,third,male,42,USA,1,American
1714,1,first,female,43,USA,1,American
766,0,third,female,43,England,1,British
1864,0,third,female,43,Sweden,0,European
1897,0,first,male,43,England,1,British
708,1,first,male,43,England,1,British
1785,1,first,male,43,USA,1,American
565,0,third,male,43,Bulgaria,0,European
1770,0,third,male,43,Norway,0,European
441,0,third,male,43,Russia,0,European
936,0,third,male,43,Sweden,0,European
281,1,first,female,44,USA,1,American
1933,1,first,female,44,USA,1,American
737,1,first,female,44,USA,1,American
914,1,first,female,44,USA,1,American
1771,0,third,female,44,England,1,British
908,0,first,male,44,USA,1,American
1124,0,first,male,44,USA,1,American
1371,0,first,male,44,USA,1,American
933,0,second,male,44,England,1,British
830,0,second,male,44,USA,1,American
1240,0,third,male,44,Bulgaria,0,European
476,0,third,male,44,England,1,British
1779,0,third,male,44,England,1,British
1960,1,third,male,44,Finland,0,European
2027,0,third,male,44,Germany,0,European
1085,0,third,male,44,Ireland,1,Irish
2150,1,first,female,45,USA,1,American
238,1,first,female,45,USA,1,American
1917,1,first,female,45,USA,1,American
788,1,first,female,45,USA,1,American
1108,1,first,female,45,USA,1,American
349,0,second,female,45,England,1,British
396,1,second,female,45,England,1,British
1082,1,second,female,45,England,1,British
343,0,third,female,45,Ireland,1,Irish
123,0,third,female,45,Lebanon,0,Ottoman
87,1,third,female,45,Lebanon,0,Ottoman
1199,0,third,female,45,Sweden,0,European
829,1,third,female,45,USA,1,American
856,0,first,male,45,England,1,British
2196,1,first,male,45,England,1,British
871,1,first,male,45,England,1,British
386,1,first,male,45,France,0,European
208,0,first,male,45,USA,1,American
257,0,first,male,45,USA,1,American
851,0,first,male,45,USA,1,American
1914,1,first,male,45,USA,1,American
1729,1,first,male,45,USA,1,American
2099,0,second,male,45,England,1,British
498,1,third,male,45,Australia,1,OES
2210,0,third,male,45,Lebanon,0,Ottoman
622,0,third,male,45,USA,1,American
166,1,first,female,46,USA,1,American
191,1,first,female,46,USA,1,American
1969,1,first,female,46,USA,1,American
1073,1,second,female,46,Ireland,1,Irish
1304,0,first,male,46,Canada,1,OES
795,0,first,male,46,France,0,European
306,0,first,male,46,USA,1,American
372,0,first,male,46,USA,1,American
1741,0,first,male,46,USA,1,American
1736,0,first,male,46,USA,1,American
1639,0,first,male,46,USA,1,American
1041,0,first,male,46,USA,1,American
1333,0,second,male,46,England,1,British
2062,0,third,male,46,Belgium,0,European
371,1,first,female,47,USA,1,American
1721,0,third,female,47,England,1,British
2161,1,third,female,47,England,1,British
730,0,first,male,47,England,1,British
129,1,first,male,47,England,1,British
1766,1,first,male,47,England,1,British
758,1,first,male,47,France,0,European
89,0,first,male,47,USA,1,American
1389,0,first,male,47,USA,1,American
45,1,first,male,47,USA,1,American
741,0,second,male,47,England,1,British
857,0,second,male,47,England,1,British
1004,0,second,male,47,England,1,British
628,0,third,male,47,England,1,British
387,1,first,female,48,England,1,British
598,1,first,female,48,England,1,British
712,1,first,female,48,Switzerland,0,European
585,1,first,female,48,USA,1,American
1760,1,first,female,48,USA,1,American
667,1,first,female,48,USA,1,American
517,1,second,female,48,England,1,British
858,1,second,female,48,England,1,British
895,1,second,female,48,England,1,British
2025,1,second,female,48,USA,1,American
685,0,third,female,48,England,1,British
1150,0,first,male,48,England,1,British
1979,1,first,male,48,England,1,British
2085,0,first,male,48,USA,1,American
253,0,first,male,48,USA,1,American
840,1,first,male,48,USA,1,American
1367,0,second,male,48,Denmark,0,European
1353,0,third,male,48,England,1,British
1013,0,third,male,48,USA,1,American
1984,1,first,female,49,England,1,British
842,1,first,female,49,USA,1,American
1165,1,first,female,49,USA,1,American
357,0,first,male,49,England,1,British
597,1,first,male,49,England,1,British
707,1,first,male,49,England,1,British
988,1,first,male,49,England,1,British
1996,0,first,male,49,USA,1,American
897,0,second,male,49,England,1,British
1027,0,third,male,49,England,1,British
1730,0,third,male,49,Norway,0,European
149,1,first,female,50,Canada,1,OES
1207,1,first,female,50,France,0,European
987,0,first,female,50,USA,1,American
2153,1,first,female,50,USA,1,American
1704,1,second,female,50,England,1,British
1053,0,first,male,50,England,1,British
2154,0,first,male,50,USA,1,American
1846,0,first,male,50,USA,1,American
587,0,first,male,50,USA,1,American
925,0,second,male,50,England,1,British
1227,0,second,male,50,England,1,British
1720,0,third,male,50,England,1,British
928,1,first,female,51,USA,1,American
2167,0,first,male,51,Switzerland,0,European
503,1,first,male,51,USA,1,American
146,0,second,male,51,USA,1,American
1943,0,third,male,51,England,1,British
2152,0,third,male,51,Sweden,0,European
1234,0,third,male,51,Sweden,0,European
873,1,first,female,52,Canada,1,OES
1935,1,first,female,52,France,0,European
331,1,first,female,52,USA,1,American
1612,1,first,male,52,Canada,1,OES
1974,0,first,male,52,USA,1,American
570,1,first,male,52,USA,1,American
1122,0,second,male,52,Scotland,1,British
375,0,second,male,52,USA,1,American
787,0,second,male,52,USA,1,American
67,1,first,female,53,USA,1,American
779,1,first,male,53,USA,1,American
1744,0,third,male,53,England,1,British
636,1,first,female,54,USA,1,American
1740,1,first,female,54,USA,1,American
920,1,second,female,54,England,1,British
2144,0,first,male,54,USA,1,American
1936,0,first,male,54,USA,1,American
1307,0,first,male,54,USA,1,American
1934,1,first,male,54,USA,1,American
347,0,second,male,54,England,1,British
1397,0,second,male,54,USA,1,American
2184,0,third,male,54,England,1,British
1205,1,first,female,55,Sweden,0,European
2140,1,first,female,55,USA,1,American
456,1,first,female,55,USA,1,American
872,0,first,male,55,Canada,1,OES
1382,0,first,male,55,Canada,1,OES
913,0,first,male,55,England,1,British
588,0,second,male,55,USA,1,American
1834,0,third,male,55,England,1,British
1641,1,first,female,56,USA,1,American
900,1,second,female,56,India,1,OES
1881,0,first,male,56,England,1,British
1890,0,first,male,56,France,0,European
1851,1,first,male,56,Switzerland,0,European
1243,0,second,female,57,England,1,British
2149,0,first,male,57,USA,1,American
1918,0,first,male,57,USA,1,American
649,0,first,male,57,USA,1,American
73,0,second,male,57,USA,1,American
337,1,first,female,58,USA,1,American
1711,0,third,female,58,South Africa,1,OES
1454,0,first,male,58,USA,1,American
1093,0,first,male,58,USA,1,American
275,1,first,female,59,USA,1,American
289,1,first,female,59,USA,1,American
781,1,first,female,59,USA,1,American
1237,1,first,female,59,USA,1,American
1555,1,second,female,59,USA,1,American
1746,0,first,male,59,England,1,British
2121,0,first,male,59,USA,1,American
472,0,first,male,59,USA,1,American
1861,0,second,male,59,Sweden,0,European
468,0,third,male,59,England,1,British
695,1,first,female,60,Canada,1,OES
2102,1,first,female,60,USA,1,American
954,0,second,female,60,England,1,British
713,1,first,male,60,Switzerland,0,European
147,0,first,male,60,USA,1,American
282,0,second,male,60,South Africa,1,OES
1485,0,third,male,60,Norway,0,European
223,1,first,female,61,USA,1,American
2057,0,first,male,61,USA,1,American
1962,0,first,male,61,USA,1,American
1758,0,first,male,61,USA,1,American
1211,0,second,male,61,USA,1,American
62,1,first,female,62,USA,1,American
1942,1,first,female,62,USA,1,American
2200,0,first,male,62,Canada,1,OES
1930,0,first,male,62,England,1,British
850,1,second,male,62,England,1,British
1948,0,first,female,63,USA,1,American
1346,0,third,female,63,England,1,British
2042,1,third,female,63,Finland,0,European
1667,0,third,female,63,Norway,0,European
2104,0,first,male,63,USA,1,American
953,0,second,male,63,England,1,British
1431,0,second,male,63,Ireland,1,Irish
431,1,first,female,64,USA,1,American
481,1,first,female,64,USA,1,American
694,0,first,male,64,Canada,1,OES
1464,0,first,male,64,England,1,British
1523,0,first,male,64,USA,1,American
1366,0,first,male,65,USA,1,American
605,0,third,male,65,Ireland,1,Irish
2134,0,second,male,66,England,1,British
2118,0,third,male,66,USA,1,American
1947,0,first,male,67,USA,1,American
1712,0,third,male,69,England,1,British
482,0,first,male,70,USA,1,American
72,0,first,male,71,Argentina,0,Other
760,0,first,male,71,USA,1,American
1376,0,second,male,71,England,1,British
1963,0,third,male,74,Sweden,0,European
