team ,leagueID,player,salary,POS,G,GS,InnOuts,PO,A,E,DP,PB,GB,AB,R,H,SecB,ThiB,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
CIN,NL,jonesto0,500000,P,48,0,171,3,5,1,0,.,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,NL,kearnau0,400000,RF,64,59,1525,118,1,3,0,.,64,217,28,50,10,2,9,32,2,1,28,71,0,1,0,0,8
CIN,NL,larkiba0,700000,SS,111,81,2053,105,216,4,33,.,111,346,55,100,15,3,8,44,2,0,34,39,1,1,2,3,16
CIN,NL,larsobr0,318000,3B,40,33,817,24,50,5,4,.,40,118,13,25,6,0,3,14,1,0,14,35,0,2,0,1,2
CIN,NL,larueja0,2600000,C,114,106,2790,648,59,8,8,15,114,390,46,98,24,2,14,55,0,2,26,108,5,24,2,3,7
CIN,NL,lidleco0,2750000,P,22,24,447,13,34,1,1,.,22,42,2,6,2,0,0,2,0,0,5,23,0,0,4,0,0
CIN,NL,machaan0,300000,SS,17,16,447,23,36,4,7,.,17,56,6,15,5,1,0,4,3,1,10,26,2,0,0,0,0
CIN,NL,milleco0,317000,C,13,12,312,84,5,1,1,1,13,39,2,1,0,0,0,3,0,0,6,12,0,3,0,1,3
CIN,NL,nortoph0,303500,P,65,0,197,2,11,0,2,.,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,NL,olmedra0,322000,SS,8,0,27,4,4,0,1,.,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CIN,NL,penawi01,345000,RF,110,41,1019,69,1,4,0,.,110,336,45,87,10,1,26,66,5,2,22,108,1,6,0,0,7
CIN,NL,reithbr0,327250,P,20,0,78,0,7,0,0,.,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,NL,riedljo0,650000,P,67,0,233,4,17,0,1,.,67,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CIN,NL,valenja0,500000,C,82,44,1229,305,31,4,2,1,82,202,18,47,10,1,6,20,0,0,17,36,3,1,0,2,4
CIN,NL,vanpoto0,300000,P,47,11,346,5,10,1,0,.,47,17,1,3,0,0,0,1,0,0,1,6,0,0,5,0,0
CIN,NL,wagnery0,302500,P,49,0,155,2,10,2,0,.,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIN,NL,wilsopa0,3500000,P,28,29,551,6,23,0,0,.,28,60,2,6,2,0,0,2,0,0,2,37,0,1,7,0,0
CLE,AL,bardjo01,316700,C,7,6,159,47,4,0,1,0,7,19,5,8,2,0,1,4,0,0,3,0,0,0,0,1,0
CLE,AL,belliro0,1100000,2B,152,148,3962,278,427,14,89,.,152,599,78,169,48,1,12,70,3,2,60,98,5,2,0,2,18
CLE,AL,betanra0,305200,P,3,0,200,2,3,0,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,blakeca0,352400,3B,152,151,4057,121,276,26,24,.,152,587,93,159,36,3,28,88,5,8,68,139,2,9,1,3,19
CLE,AL,brousbe0,324100,1B,139,107,3058,991,77,6,108,.,139,418,57,115,28,5,17,82,4,2,52,95,3,12,1,2,7
CLE,AL,cressja0,322400,P,11,0,47,3,2,0,0,.,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,crispco0,319400,CF,139,90,2422,205,3,4,0,.,139,491,78,146,24,2,15,71,20,13,36,69,4,0,9,2,8
CLE,AL,damicje0,750000,P,7,7,92,2,4,0,1,.,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,davisja0,326800,P,2,19,343,10,21,3,0,.,2,5,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0
CLE,AL,durbich0,315000,P,17,8,154,4,4,1,0,.,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,escobal0,302200,CF,46,21,565,53,3,0,1,.,46,152,20,32,8,2,1,12,1,1,23,42,0,1,3,0,1
CLE,AL,gerutjo0,325600,RF,134,109,3028,242,7,4,2,.,134,481,72,121,31,5,11,51,13,6,54,59,4,7,3,3,9
CLE,AL,hafnetr0,316300,1B,140,10,245,81,9,0,4,.,140,482,96,150,41,3,28,109,3,2,68,111,7,17,0,6,11
CLE,AL,jimenjo0,1025000,P,2,0,109,2,9,0,1,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,lakerti0,450000,C,43,31,896,233,21,4,0,5,43,117,12,25,2,0,3,17,0,0,7,28,1,1,2,1,5
CLE,AL,lawtoma0,7250000,LF,150,123,3211,231,7,3,2,.,150,591,109,164,25,0,20,70,23,9,74,84,3,11,0,4,21
CLE,AL,leecl02,303200,P,1,33,537,5,7,0,0,.,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,ludwiry0,304700,RF,15,13,359,32,0,1,0,.,15,50,3,11,2,0,2,4,0,0,2,14,0,2,0,0,0
CLE,AL,martivi0,304500,C,141,124,3324,865,61,6,11,9,141,520,77,147,38,1,23,108,0,1,60,69,11,5,0,6,16
CLE,AL,mcdonjo0,324400,SS,66,15,500,25,65,5,16,.,66,93,17,19,5,1,2,7,0,0,4,11,0,0,3,0,2
CLE,AL,merlolo0,560000,3B,71,9,241,1,20,1,0,.,71,190,25,55,12,1,4,28,1,2,14,41,1,3,4,3,9
CLE,AL,riskeda0,1025000,P,4,0,232,7,4,0,1,.,4,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
CLE,AL,sabatcc0,2700000,P,1,30,564,1,17,0,2,.,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
CLE,AL,stanfja0,302900,P,2,2,33,2,2,0,1,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,stewasc0,850000,P,23,0,41,0,3,0,0,.,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLE,AL,vizquom0,6000000,SS,148,141,3735,200,396,11,91,.,148,567,82,165,28,3,7,59,19,6,57,62,0,1,20,6,12
CLE,AL,westbja0,925000,P,2,30,647,24,49,3,6,.,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
CLE,AL,wickmbo0,6000000,P,30,0,89,3,3,0,1,.,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,NL,bernead0,320000,P,16,2,97,1,4,0,0,.,16,5,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0
COL,NL,burnije0,1250000,CF,150,64,1551,114,4,3,0,.,150,540,94,153,30,4,37,110,5,6,58,124,7,5,0,3,7
COL,NL,castivi0,2100000,3B,148,147,3860,124,316,6,30,.,148,583,93,158,43,3,35,131,0,0,51,113,6,6,0,8,22
COL,NL,chacosh0,1850000,P,62,0,190,2,5,1,1,.,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,NL,claytro0,650000,SS,146,140,3723,213,418,9,88,.,146,574,95,160,36,4,8,54,10,5,48,125,0,4,24,2,13
COL,NL,elartsc0,480000,P,8,8,124,2,5,0,0,.,8,9,1,2,0,0,0,0,0,0,1,2,0,0,4,0,0
COL,NL,estessh0,600000,P,35,34,606,14,27,1,4,.,35,72,13,17,3,1,0,2,0,0,1,11,0,0,7,0,0
COL,NL,fasseje0,500000,P,37,12,333,7,24,0,2,.,37,21,3,4,0,0,0,1,0,0,1,9,0,0,2,0,0
COL,NL,fuentbr0,320000,P,47,0,134,0,6,1,0,.,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,NL,gonzalu0,300000,LF,102,11,331,20,0,0,0,.,102,322,42,94,17,2,12,40,1,5,15,67,1,4,9,1,5
COL,NL,greento0,550000,C,75,48,1263,258,14,3,1,2,75,195,23,55,14,0,10,35,0,0,13,38,4,0,0,1,9
COL,NL,heltoto0,11600000,1B,154,151,3962,1356,144,4,130,.,154,547,115,190,49,2,32,96,3,0,127,72,19,3,0,6,12
COL,NL,hockide0,650000,2B,55,5,144,13,16,0,3,.,55,94,7,19,2,0,0,4,0,1,7,20,0,0,5,0,3
COL,NL,jennija0,340000,P,35,33,603,18,25,1,2,.,35,71,3,17,4,0,1,6,0,0,2,16,0,0,5,0,1
COL,NL,johnsch0,9000000,C,109,85,2239,523,44,7,8,7,109,305,42,72,20,0,13,47,2,1,49,91,1,5,2,1,6
COL,NL,kennejo0,320000,P,25,27,487,9,33,4,1,.,25,48,2,6,1,1,0,4,0,0,2,14,0,0,4,0,0
COL,NL,lopezja0,317500,P,58,0,122,6,17,1,2,.,58,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
COL,NL,milesaa0,300000,2B,134,116,3087,273,353,10,70,.,134,522,75,153,15,3,6,47,12,7,29,53,0,2,7,6,12
COL,NL,nunezvl0,700000,P,22,0,77,1,3,1,0,.,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL,NL,pelloki0,310000,1B,59,3,78,26,3,1,3,.,59,121,15,29,5,1,2,10,1,0,8,43,1,4,0,0,3
COL,NL,reedst01,600000,P,61,0,198,0,7,2,0,.,61,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
COL,NL,reyesre0,300000,CF,28,8,289,25,0,0,0,.,28,61,5,9,2,0,0,1,0,0,5,17,2,0,0,0,0
COL,NL,starkde0,321000,P,6,6,78,3,5,1,0,.,6,8,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
COL,NL,sweenma0,400000,1B,122,6,215,68,6,0,9,.,122,177,25,47,12,2,9,40,1,0,32,51,2,2,0,4,2
COL,NL,walkela0,12666667,RF,38,29,800,64,4,0,1,.,38,108,22,35,9,3,6,20,2,0,25,23,2,4,0,1,2
COL,NL,wendetu0,700000,P,12,0,50,2,2,0,0,.,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COL,NL,wilsopr0,9000000,CF,58,51,1308,119,3,6,1,.,58,202,24,50,11,0,6,29,2,1,17,49,2,3,0,0,9
DET,AL,bondeje0,330000,P,3,32,552,14,15,3,1,.,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
DET,AL,colyest0,302000,P,4,0,96,1,5,0,2,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,AL,cornena0,335000,P,5,5,77,2,7,0,2,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,AL,guillca0,2500000,SS,136,133,3453,219,417,17,90,.,136,522,97,166,37,10,20,97,12,5,52,87,3,2,3,4,12
DET,AL,higgibo0,8850000,RF,131,110,2938,223,13,6,1,.,131,448,63,110,24,2,12,64,5,2,70,84,5,7,2,4,10
DET,AL,infanom0,305000,2B,142,97,2615,204,281,12,73,.,142,503,69,133,27,9,16,55,13,7,40,112,3,1,7,5,4
DET,AL,ingebr01,340000,3B,131,58,1574,42,131,12,12,.,131,408,43,117,15,7,13,64,5,4,32,72,0,4,8,6,4
DET,AL,johnsja0,3000000,P,1,33,590,10,17,3,1,.,1,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
DET,AL,knottga0,316000,P,2,19,406,14,11,0,1,.,2,3,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0
DET,AL,levinal0,825000,P,6,0,212,2,8,1,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,AL,marotmi0,332500,P,2,33,651,11,37,0,5,.,2,4,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0
DET,AL,monrocr0,335000,LF,128,50,1338,102,1,8,0,.,128,447,65,131,27,3,18,72,3,4,29,79,1,2,0,3,8
DET,AL,munsoer0,1487500,3B,109,87,2222,51,177,16,17,.,109,321,36,68,14,2,19,49,1,1,29,90,3,6,1,0,1
DET,AL,nortogr0,600000,1B,41,5,129,36,2,0,6,.,41,86,9,15,1,0,2,2,0,0,12,21,1,0,1,0,3
DET,AL,patteda0,2800000,P,4,0,125,3,1,2,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
DET,AL,penaca01,330000,1B,142,131,3478,1142,77,6,128,.,142,481,89,116,22,4,27,82,7,1,70,146,2,3,2,5,11
DET,AL,roberna0,305000,P,1,32,590,4,25,5,5,.,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DET,AL,rodriiv0,7000000,C,135,123,3153,770,52,11,6,3,135,527,72,176,32,2,19,86,7,4,41,91,6,3,0,4,15
DET,AL,sanchal0,385000,CF,79,77,1983,177,2,9,1,.,79,332,41,107,9,3,2,26,19,13,7,50,0,0,12,1,5
DET,AL,sheltch0,300000,RF,27,0,3,1,0,0,0,.,27,46,6,9,1,0,1,3,0,0,9,14,0,0,0,1,2
DET,AL,urdanli0,300000,P,1,0,0,0,0,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,AL,vinafe01,3000000,2B,29,28,745,73,86,5,23,.,29,115,21,26,5,0,0,7,2,1,9,9,0,5,1,1,6
DET,AL,walkeja0,775000,P,5,0,194,2,4,0,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,AL,whitero0,2750000,LF,121,73,1844,127,2,3,0,.,121,448,76,121,21,2,19,67,1,2,39,77,4,8,0,3,13
DET,AL,yanes01,650000,P,3,0,261,12,14,2,1,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DET,AL,youngdm0,7750000,1B,104,24,634,203,17,0,15,.,104,389,72,106,23,2,18,60,0,1,33,71,4,6,0,4,8
FLO,NL,beckejo0,1509375,P,26,26,470,4,17,2,0,.,26,44,2,7,1,0,0,2,0,0,2,18,0,0,9,0,0
FLO,NL,benitar0,3500000,P,62,0,209,4,3,1,0,.,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FLO,NL,bumpna01,305000,P,49,2,221,2,9,1,0,.,49,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FLO,NL,burneaj0,2500000,P,18,19,360,10,18,0,0,.,18,29,4,4,0,0,0,1,0,0,0,11,0,0,8,0,1
FLO,NL,cabremi0,320000,RF,160,100,2568,170,7,7,1,.,160,603,101,177,31,1,33,112,5,2,68,148,5,6,0,8,20
FLO,NL,castilu0,4666667,2B,150,147,3823,275,406,6,97,.,150,564,91,164,12,7,2,47,21,4,75,68,2,1,5,4,15
FLO,NL,castrra0,400000,C,32,27,729,192,12,2,2,0,32,96,9,13,3,0,3,8,0,0,11,30,2,1,0,0,1
FLO,NL,choihe01,310000,1B,95,79,2138,721,41,8,59,.,95,281,48,76,16,1,15,40,1,0,52,78,4,3,2,2,4
FLO,NL,coninje0,3000000,LF,140,82,2129,174,5,1,2,.,140,521,55,146,35,1,14,83,5,5,48,78,3,2,2,6,15
FLO,NL,cordewi0,600000,1B,27,11,291,105,4,1,10,.,27,66,6,13,3,0,1,6,1,0,3,19,0,2,0,1,2
FLO,NL,easleda0,300000,2B,98,15,475,28,53,3,11,.,98,223,26,53,20,1,9,43,4,1,24,36,1,8,0,2,6
FLO,NL,foxch02,1200000,P,12,0,32,1,1,0,0,.,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLO,NL,gonzaal0,2800000,SS,159,155,4055,225,425,16,99,.,159,561,67,130,30,3,23,79,3,1,27,126,9,4,3,4,17
FLO,NL,harrile0,400000,3B,79,0,12,0,0,0,0,.,79,95,7,20,5,0,1,17,0,0,3,8,0,0,0,1,2
FLO,NL,lowelmi0,6500000,3B,158,153,3978,117,272,7,30,.,158,598,87,175,44,1,27,85,5,1,64,77,8,6,0,3,17
FLO,NL,mordemi0,425000,3B,69,4,201,10,16,2,3,.,69,84,7,19,3,0,1,5,0,1,6,18,0,0,0,0,1
FLO,NL,nunezab0,300000,LF,58,9,370,28,0,0,0,.,58,64,9,11,1,1,1,5,1,2,9,21,0,0,2,0,3
FLO,NL,oliveda0,750000,P,15,8,176,1,11,0,0,.,15,19,0,3,0,0,0,1,0,0,0,8,0,0,2,0,2
FLO,NL,pavanca0,3800000,P,29,31,667,9,31,0,3,.,29,68,4,13,3,0,2,6,0,0,1,24,0,1,9,0,1
FLO,NL,pennybr0,3725000,P,20,21,394,14,15,1,1,.,20,47,1,3,0,0,0,1,0,0,0,13,0,0,1,0,1
FLO,NL,perisma0,325000,P,64,0,141,0,4,0,0,.,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLO,NL,phelpto0,307500,P,18,4,102,2,6,0,0,.,18,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
FLO,NL,pierrju0,2400000,CF,162,162,4317,364,3,2,1,.,162,678,100,221,22,12,3,49,45,24,45,35,1,8,15,2,9
FLO,NL,redmomi0,840000,C,81,71,1813,488,34,2,7,4,81,246,19,63,15,0,2,25,1,0,14,28,0,8,3,2,10
FLO,NL,wayneju0,301000,P,19,1,98,2,4,0,1,.,19,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
FLO,NL,willido0,353500,P,40,32,591,15,34,2,3,.,40,74,5,15,2,1,1,3,0,0,4,17,0,0,6,0,2
HOU,NL,ausmubr0,1000000,C,129,114,3055,920,61,5,10,2,129,403,38,100,14,1,5,31,2,2,33,56,11,2,7,3,13
HOU,NL,bagweje0,16000000,1B,156,151,3986,1190,98,6,109,.,156,572,104,152,29,2,27,89,6,4,96,131,6,8,0,3,12
HOU,NL,berkmla0,6500000,RF,160,89,2341,148,9,0,1,.,160,544,104,172,40,3,30,106,9,7,127,101,14,10,0,6,10
HOU,NL,biggicr0,3000000,LF,156,83,1963,116,3,9,0,.,156,633,100,178,47,0,24,63,7,2,40,94,0,15,9,3,8
HOU,NL,brunter0,307500,SS,45,10,381,17,28,3,9,.,45,52,14,13,2,0,4,8,4,0,7,13,0,0,0,2,0
HOU,NL,chavera0,315000,C,64,48,1271,395,29,4,2,2,64,162,9,34,8,0,0,23,0,1,10,38,3,0,4,0,9
HOU,NL,clemero0,5000000,P,32,33,643,12,24,0,2,.,32,72,1,12,1,0,0,7,0,0,3,24,0,0,3,0,2
HOU,NL,doteloc0,2800000,P,30,0,104,4,0,0,0,.,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOU,NL,duckwbr0,390000,P,18,6,118,3,3,0,2,.,18,9,1,2,0,0,0,1,0,0,1,2,0,0,0,0,0
HOU,NL,ensbemo0,380000,3B,131,103,2762,80,164,13,23,.,131,411,51,113,20,3,10,66,6,4,36,46,1,0,5,4,17
HOU,NL,everead0,370000,SS,104,97,2526,137,279,10,56,.,104,384,66,105,15,2,8,31,13,2,17,56,0,9,22,3,4
HOU,NL,fernaja0,325000,P,2,1,3,1,0,0,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOU,NL,hidalri0,12500000,RF,58,51,1357,107,4,2,0,.,58,199,21,51,15,2,4,30,1,2,17,53,4,0,0,4,7
HOU,NL,kentje01,10000000,2B,145,138,3568,276,374,7,74,.,145,540,96,156,34,8,27,107,7,3,49,96,3,6,0,11,23
HOU,NL,lambmi01,352000,3B,112,53,1361,41,106,13,9,.,112,278,38,80,14,3,14,58,1,1,31,63,3,0,0,3,4
HOU,NL,laneja01,307500,RF,107,13,422,28,0,0,0,.,107,136,21,37,10,2,4,19,1,0,16,33,0,1,1,2,2
HOU,NL,lidgebr0,360000,P,77,0,284,2,2,0,1,.,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOU,NL,micelda0,600000,P,72,0,233,5,10,0,1,.,72,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HOU,NL,millewa0,3400000,P,14,15,266,7,11,0,2,.,14,27,2,7,0,0,0,3,0,0,0,6,0,0,8,0,0
HOU,NL,oswalro0,3250000,P,35,35,711,14,32,3,3,.,35,71,1,10,1,0,0,6,0,0,3,16,0,1,13,1,1
HOU,NL,palmeor0,750000,CF,102,3,81,8,0,0,0,.,102,133,19,32,5,0,3,12,2,1,18,19,1,3,2,0,1
HOU,NL,pettian0,5500000,P,15,15,249,6,17,1,0,.,15,23,0,4,1,0,0,2,0,0,3,5,0,0,3,0,1
HOU,NL,redditi0,395000,P,26,17,302,7,18,1,3,.,26,29,1,4,0,0,0,0,0,0,0,13,0,0,1,0,0
HOU,NL,stoneri0,395000,P,15,0,57,2,6,0,0,.,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOU,NL,vizcajo0,1200000,2B,138,16,521,45,51,0,17,.,138,358,34,98,21,3,3,33,1,1,20,39,5,0,5,2,8
KCA,AL,affelje0,350000,P,2,8,229,3,12,2,2,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,anderbr0,3250000,P,2,26,498,5,24,2,2,.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KCA,AL,appieke0,300000,P,2,2,12,1,1,0,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,beltrca0,9000000,CF,69,69,1791,197,5,3,1,.,69,266,51,74,19,2,15,51,14,3,37,44,7,2,1,3,4
KCA,AL,berroan0,372500,SS,134,132,3429,207,389,28,94,.,134,512,72,134,27,6,8,43,14,8,23,87,0,12,5,2,10
KCA,AL,campsh01,300000,P,1,0,200,3,13,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,carradj0,320500,P,30,0,106,7,6,0,0,.,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,fieldna0,306500,P,4,0,133,2,3,0,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,gobblji0,304000,P,1,24,444,8,10,3,0,.,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KCA,AL,gonzaju0,4000000,RF,33,29,711,52,3,3,1,.,33,127,17,35,4,1,5,17,0,1,9,19,1,1,0,1,3
KCA,AL,graffto0,1100000,2B,75,72,1891,185,219,5,67,.,75,278,37,73,11,0,3,26,10,2,27,38,0,3,4,2,5
KCA,AL,grimsja0,1000000,P,3,0,80,3,7,2,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,guielaa0,320000,LF,42,35,922,82,3,3,0,.,42,135,15,21,4,0,5,13,1,1,17,42,0,3,1,1,3
KCA,AL,harveke0,317500,1B,120,73,1890,610,52,4,73,.,120,456,47,131,20,1,13,55,1,1,28,89,2,8,0,2,14
KCA,AL,leskacu0,1250000,P,19,0,47,1,1,0,0,.,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,lopezme0,330000,SS,18,2,57,2,2,0,2,.,18,38,4,4,0,0,1,4,0,0,4,9,0,1,1,0,3
KCA,AL,macdomi0,346500,P,13,0,34,2,1,0,0,.,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,mayda02,1750000,P,2,31,558,8,12,0,0,.,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KCA,AL,randajo0,3250000,3B,128,118,3065,85,241,11,22,.,128,485,65,139,31,2,8,56,0,1,40,77,1,6,0,8,11
KCA,AL,relafde0,900000,2B,114,34,835,69,94,3,22,.,114,380,45,84,14,0,6,34,5,4,34,56,3,8,4,4,10
KCA,AL,reyesde0,550000,P,3,12,324,4,17,5,0,.,3,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
KCA,AL,santibe0,2150000,C,49,48,1248,228,18,1,3,6,49,175,15,48,10,0,6,23,1,2,8,32,0,2,3,1,9
KCA,AL,stairma0,1000000,RF,126,54,1351,108,3,1,0,.,126,439,48,117,21,3,18,66,1,0,49,92,2,5,0,3,15
KCA,AL,stinnke0,500000,C,20,17,465,97,4,3,0,1,20,59,10,18,0,0,3,7,0,0,5,16,0,2,3,0,0
KCA,AL,sullisc0,2100000,P,4,0,181,1,5,1,3,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCA,AL,sweenmi0,11000000,1B,106,55,1413,467,36,4,44,.,106,411,56,118,23,0,22,79,3,2,33,44,9,6,0,2,7
KCA,AL,thompri0,300000,RF,6,0,12,2,0,0,0,.,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LAN,NL,alvarwi0,1500000,P,39,15,362,3,16,0,0,.,39,31,4,5,0,0,0,0,0,0,1,14,0,0,2,0,2
LAN,NL,beltrad0,5000000,3B,156,154,4021,120,322,10,32,.,156,598,104,200,32,0,48,121,7,2,53,87,9,2,0,4,15
LAN,NL,bradlmi0,1730000,CF,141,91,2378,232,2,4,1,.,141,516,72,138,24,0,19,67,15,11,71,123,3,6,3,1,12
LAN,NL,coraal01,1300000,2B,138,122,3274,261,342,8,91,.,138,405,47,107,9,4,10,47,3,4,47,41,10,18,12,2,9
LAN,NL,dreifda0,12400000,P,55,0,152,1,12,0,0,.,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LAN,NL,encarju0,3565000,RF,86,77,2020,151,3,4,0,.,86,324,42,76,18,1,13,43,3,3,21,53,0,4,0,1,9
LAN,NL,falkebr0,302500,P,6,0,43,1,2,1,0,.,6,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
LAN,NL,gagneer0,5000000,P,67,0,247,5,6,0,1,.,67,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LAN,NL,graboja0,301000,LF,113,23,650,36,0,1,0,.,113,173,18,38,7,0,7,20,0,0,19,50,0,0,0,0,4
LAN,NL,greensh0,16666667,1B,157,107,2780,878,53,5,82,.,157,590,92,157,28,1,28,86,5,2,71,114,6,8,0,2,17
LAN,NL,ishiika0,2975000,P,29,31,516,5,16,0,0,.,29,55,7,7,0,0,1,6,0,0,1,24,0,0,6,0,1
LAN,NL,izturce0,358500,SS,159,156,4158,234,430,10,96,.,159,670,90,193,32,9,4,62,25,9,43,70,2,0,12,3,6
LAN,NL,loducpa0,4066667,C,91,78,2075,513,42,3,4,7,91,349,41,105,18,1,10,49,2,4,22,27,0,6,2,2,15
LAN,NL,martito0,1400000,P,44,0,85,1,5,0,1,.,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAN,NL,motagu01,1475000,P,49,0,189,4,6,0,0,.,49,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
LAN,NL,nomohi01,9000000,P,16,18,252,5,14,0,1,.,16,26,2,3,0,0,1,1,0,0,0,17,0,0,1,0,0
LAN,NL,perezod0,5000000,P,30,31,589,5,44,1,1,.,30,62,5,7,2,0,0,2,0,0,2,17,0,0,6,0,2
LAN,NL,roberda0,975000,LF,68,45,1136,77,0,2,0,.,68,233,45,59,4,7,2,21,33,1,28,31,0,4,2,3,2
LAN,NL,rossda01,310000,C,70,51,1355,355,21,3,0,6,70,165,13,28,3,1,5,15,0,0,15,62,1,5,0,5,3
LAN,NL,sanchdu0,305000,P,63,0,240,9,11,0,0,.,63,4,1,1,1,0,0,2,0,0,0,1,0,0,1,0,1
LAN,NL,thursjo0,301000,2B,17,0,34,2,3,0,1,.,17,17,1,3,1,1,0,1,0,0,0,5,0,0,0,1,0
LAN,NL,venturo0,1200000,1B,102,20,630,214,14,0,15,.,102,152,19,37,3,0,5,28,0,0,22,31,1,0,0,1,3
LAN,NL,weaveje0,6250000,P,33,34,660,12,32,0,1,.,33,70,3,15,2,1,0,2,0,0,1,26,0,0,7,0,0
LAN,NL,werthja0,303000,LF,89,58,1578,116,6,4,2,.,89,290,56,76,11,3,16,47,4,1,30,85,0,4,1,1,1
MIL,NL,bennega0,600000,C,75,65,1752,381,29,3,3,3,75,219,18,49,14,0,3,20,1,0,22,32,3,2,0,3,9
MIL,NL,benneje0,300000,P,57,0,214,6,7,1,0,.,57,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
