Kaggle_Set,Kaggle_Id,Survived,Pclass,Name,Sex,Kaggle_Age,SibSp,ParCh,Ticket,Fare,Cabin,Embarked,ID_No,Age,Age_Group,Group,Class,Home_Country,English,ESC,Nat_Group,Boarded
train,312,1,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1759,18,14to19years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,,S,1141,26,25to29years,Passengers,2nd Class,USA,0,1,American,Southampton
train,314,0,3,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,,S,888,28,25to29years,Passengers,3rd Class,Croatia,0,0,European,Southampton
train,315,0,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,S,857,47,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
train,316,1,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,,S,1471,26,25to29years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,,S,1060,24,20to24years,Passengers,2nd Class,Russia,0,0,European,Southampton
train,318,0,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,,S,1397,54,50yearsplus,Passengers,2nd Class,USA,0,1,American,Southampton
train,319,1,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,2151,31,30to34years,Passengers,1st Class,USA,0,1,American,Southampton
train,320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,C,1915,39,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,321,0,3,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,,S,549,22,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,322,0,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,S,510,27,25to29years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,323,1,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,,Q,1871,30,30to34years,Passengers,2nd Class,Canada,0,1,OES,Queenstown
train,324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,,S,322,28,25to29years,Passengers,2nd Class,Siam,0,0,Other,Southampton
train,325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,1778,19,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
train,326,1,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,2209,36,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,327,0,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,,S,1485,60,50yearsplus,Passengers,3rd Class,Norway,0,0,European,Southampton
train,328,1,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,117,36,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
train,329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,,S,761,31,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,915,17,14to19years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,1312,29,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,1559,40,40to49years,Passengers,1st Class,England,1,1,British,Southampton
train,333,0,1,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,C91,S,782,38,35to39years,Passengers,1st Class,Canada,0,1,OES,Southampton
train,334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,,S,2066,15,14to19years,Passengers,3rd Class,Belgium,0,0,European,Southampton
train,335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,706,42,40to49years,Passengers,1st Class,England,1,1,British,Cherbourg
train,336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,548,30,30to34years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,1573,29,25to29years,Passengers,1st Class,England,1,1,British,Southampton
train,338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C,298,41,40to49years,Servants,1st Class,USA,0,1,American,Cherbourg
train,339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,,S,498,45,40to49years,Passengers,3rd Class,Australia,0,1,OES,Southampton
train,340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,S,208,45,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,1447,2,00to13years,Children,2nd Class,France,0,0,European,Southampton
train,342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,S,690,24,20to24years,Passengers,1st Class,Canada,0,1,OES,Southampton
train,343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,S,420,27,25to29years,Passengers,2nd Class,Finland,0,0,European,Southampton
train,344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,,S,1817,25,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
train,345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,,S,699,38,35to39years,Passengers,2nd Class,USA,0,1,American,Southampton
train,346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,274,18,14to19years,Servants,2nd Class,England,1,1,British,Southampton
train,347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,S,1895,39,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
train,348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,528,34,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,349,1,3,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,,S,465,9,00to13years,Children,3rd Class,England,1,1,British,Southampton
train,350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,S,563,42,40to49years,Passengers,3rd Class,Croatia,0,0,European,Southampton
train,351,0,3,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,,S,1494,23,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35,C128,S,1150,48,40to49years,Passengers,1st Class,England,1,1,British,Southampton
train,353,0,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,C,625,17,14to19years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,S,69,25,25to29years,Passengers,3rd Class,Switzerland,0,0,European,Southampton
train,355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,2113,25,25to29years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,S,2055,28,25to29years,Passengers,3rd Class,Belgium,0,0,European,Southampton
train,357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,240,22,20to24years,Passengers,1st Class,England,1,1,British,Southampton
train,358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,S,717,38,35to39years,Passengers,2nd Class,India,0,1,OES,Southampton
train,359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,1326,22,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,1380,23,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S,1869,40,40to49years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,C,545,29,25to29years,Passengers,2nd Class,Italy,0,0,European,Cherbourg
train,363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,C,123,45,40to49years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,364,0,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,76,35,35to39years,Passengers,3rd Class,Argentina,0,0,Other,Southampton
train,365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,1487,27,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,S,14,30,30to34years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,2102,60,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
train,368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,1414,35,35to39years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,1015,26,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,B35,C,93,24,20to24years,Passengers,1st Class,France,0,0,European,Cherbourg
train,371,1,1,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,E50,C,832,25,25to29years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S,2157,18,14to19years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S,160,18,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
train,374,0,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,C,1705,22,20to24years,Servants,1st Class,USA,0,1,American,Cherbourg
train,375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,S,1544,3,00to13years,Children,3rd Class,Sweden,0,0,European,Southampton
train,376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,1357,25,25to29years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,,S,1151,22,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,2155,27,25to29years,Passengers,1st Class,USA,0,1,American,Southampton
train,379,0,3,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,C,187,20,20to24years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,S,801,19,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,381,1,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,,C,191,46,40to49years,Servants,1st Class,USA,0,1,American,Cherbourg
train,382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,,C,1435,1,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,383,0,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,S,2019,32,30to34years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,,S,940,35,35to39years,Passengers,1st Class,USA,0,1,American,Southampton
train,385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,1628,27,25to29years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,386,0,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,S,516,21,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
train,387,0,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,S,772,1,00to13years,Children,3rd Class,England,1,1,British,Southampton
train,388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,13,,S,304,36,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
train,389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,1768,20,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,,C,1177,17,14to19years,Passengers,2nd Class,Switzerland,0,0,European,Cherbourg
train,391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,352,36,35to39years,Passengers,1st Class,USA,0,1,American,Southampton
train,392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,,S,1002,21,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,393,0,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,S,800,28,25to29years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,1456,23,20to24years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,S,1792,24,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,S,1022,22,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,S,1510,31,30to34years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,26,,S,1333,46,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
train,399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,S,1535,23,20to24years,Passengers,2nd Class,Canada,0,1,OES,Southampton
train,400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,,S,2037,26,25to29years,Passengers,2nd Class,USA,0,1,American,Southampton
train,401,1,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,,S,1473,39,35to39years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,402,0,3,"Adams, Mr. John",male,26,0,0,341826,8.05,,S,15,26,25to29years,Passengers,3rd Class,England,1,1,British,Southampton
train,403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,S,1057,21,20to24years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,S,810,28,25to29years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,S,1517,20,20to24years,Passengers,3rd Class,Croatia,0,0,European,Southampton
train,406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,S,722,33,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S,2152,51,50yearsplus,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,,S,1700,3,00to13years,Children,2nd Class,England,1,1,British,Southampton
train,409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S,198,21,20to24years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,1173,3,00to13years,Children,3rd Class,France,0,0,European,Southampton
train,411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,1816,42,40to49years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,860,28,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,1369,33,30to34years,Passengers,1st Class,USA,0,1,American,Southampton
train,414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,S,493,21,20to24years,Guarantee,2nd Class,Ireland,0,1,Irish,Belfast
train,415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,,S,1960,44,40to49years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,1348,31,30to34years,Passengers,3rd Class,Wales,0,1,British,Southampton
train,417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,,S,594,34,30to34years,Passengers,2nd Class,USA,0,1,American,Southampton
train,418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,S,1843,17,14to19years,Passengers,2nd Class,Finland,0,0,European,Southampton
train,419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,13,,S,1290,30,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,S,2058,10,00to13years,Children,3rd Class,Belgium,0,0,European,Southampton
train,421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,734,27,25to29years,Passengers,3rd Class,Bulgaria,0,0,European,Cherbourg
train,422,0,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Q,380,20,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,S,2217,29,25to29years,Passengers,3rd Class,Germany,0,0,European,Southampton
train,424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,S,504,28,25to29years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,S,1734,18,14to19years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,2184,54,50yearsplus,Passengers,3rd Class,England,1,1,British,Southampton
train,427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,S,403,28,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
train,428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,,S,1619,19,14to19years,Passengers,2nd Class,England,1,1,British,Southampton
train,429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,671,28,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,1623,32,30to34years,Passengers,3rd Class,Poland,0,0,European,Southampton
train,431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,204,28,25to29years,Passengers,1st Class,Sweden,0,0,European,Southampton
train,432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,2014,32,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,,S,1226,42,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
train,434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S,1058,17,14to19years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S,1846,50,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
train,436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,351,13,00to13years,Children,1st Class,USA,0,1,American,Southampton
train,437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,S,680,20,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,,S,1697,24,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
train,439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,694,64,50yearsplus,Passengers,1st Class,Canada,0,1,OES,Southampton
train,440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,S,1138,31,30to34years,Passengers,2nd Class,Sweden,0,0,European,Southampton
train,441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,,S,858,48,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
train,442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S,820,19,14to19years,Passengers,3rd Class,Belgium,0,0,European,Southampton
train,443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,S,1610,25,25to29years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,,S,1683,28,25to29years,Passengers,2nd Class,Spain,0,0,European,Southampton
train,445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,1020,29,25to29years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,571,4,00to13years,Children,1st Class,USA,0,1,American,Southampton
train,447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,,S,1350,13,00to13years,Children,2nd Class,England,1,1,British,Southampton
train,448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,,S,1825,34,30to34years,Passengers,1st Class,USA,0,1,American,Southampton
train,449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,,C,105,5,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,1612,52,50yearsplus,Passengers,1st Class,Canada,0,1,OES,Southampton
train,451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S,2133,36,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
train,452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,806,28,25to29years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C,689,30,30to34years,Passengers,1st Class,USA,0,1,American,Southampton
train,454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,C,758,47,40to49years,Passengers,1st Class,France,0,0,European,Cherbourg
train,455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,1576,24,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,,C,998,29,25to29years,Passengers,3rd Class,Croatia,0,0,European,Cherbourg
train,457,0,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S,1366,65,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
train,458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,1095,31,30to34years,Passengers,1st Class,USA,0,1,American,Southampton
train,459,1,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,,S,2025,48,40to49years,Passengers,2nd Class,USA,0,1,American,Southampton
train,460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,1491,16,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,45,47,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,462,0,3,"Morley, Mr. William",male,34,0,0,364506,8.05,,S,1403,34,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S,730,47,40to49years,Passengers,1st Class,England,1,1,British,Southampton
train,464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,S,1367,48,40to49years,Passengers,2nd Class,Denmark,0,0,European,Southampton
train,465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,1255,34,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,634,37,35to39years,Passengers,3rd Class,Portugal,0,0,European,Southampton
train,467,0,2,"Campbell, Mr. William",male,,0,0,239853,0,,S,328,21,20to24years,Guarantee,2nd Class,Ireland,0,1,Irish,Belfast
train,468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,S,1881,56,50yearsplus,Passengers,1st Class,England,1,1,British,Southampton
train,469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,1806,22,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,103,0,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,1076,39,35to39years,Passengers,3rd Class,USA,0,1,American,Southampton
train,472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S,314,38,35to39years,Passengers,3rd Class,Croatia,0,0,European,Southampton
train,473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,S,2130,33,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,C,1016,23,20to24years,Passengers,2nd Class,USA,0,1,American,Cherbourg
train,475,0,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,S,1945,22,20to24years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52,A14,S,409,40,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,S,1680,33,30to34years,Passengers,2nd Class,USA,0,1,American,Southampton
train,478,0,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,S,254,29,25to29years,Passengers,3rd Class,England,1,1,British,Southampton
train,479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,S,1065,22,20to24years,Passengers,3rd Class,Sweden,0,0,European,Southampton
